16 18
[floor1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,-1,-1,D1,D1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
0,0,-1,0,K1,0,0,0,0,0,UP,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,UP,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,UP,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,D2,0,0,0,0,0,0,0,0,0,0,0,D3,0,0,0
0,0,D2,0,0,0,0,0,0,0,0,0,0,0,D3,0,0,0
0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,D4,D4
0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0
0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,K3,0,0,0,-1,0,0,0,0,2,0
[floor2]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,DO,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,DO,0,0,0,-1,0,0,0
0,0,-1,0,K4,0,0,0,0,0,DO,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,UP,UP,UP,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[floor3]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,0,K2,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,DO,DO,DO,0,0,0,0,0,0,0,0,-1,-1,-1,-1
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
